step,mean_reward,kl,response_length,grad_norm,loss
71,0,0.003895752364769578,73.25,0.10700128972530365,0.0001558300864417106
72,0,0.0022937741596251726,67.875,0.060212720185518265,9.175096784019843e-05
73,0,0.0019073511939495802,71.125,0.05094493180513382,7.62940471759066e-05
74,0,0.0019150498555973172,77.75,0.05365096777677536,7.66019948059693e-05
75,0,0.0030808355659246445,54.875,0.10165932774543762,0.00012323343253228813
76,0,0.003172085853293538,77.125,0.08809510618448257,0.00012688343122135848
77,0,0.0025764184538275003,70.25,0.09938392788171768,0.0001030567436828278
78,0,0.0019916617311537266,77.25,0.05392540618777275,7.966646808199584e-05
79,0,0.002093394286930561,74.5,0.06726016104221344,8.373576565645635e-05
80,0,0.004086176864802837,74,0.1161261722445488,0.00016344708274118602
81,0,0.001845572143793106,80.125,0.05880788341164589,7.382288458757102e-05
82,0,0.004548883065581322,71.375,0.2135116010904312,0.00018195531447418034
83,0,0.002941736951470375,65.875,0.08649200201034546,0.00011766946408897638
84,0,0.002059406600892544,97,0.06708599627017975,8.237626025220379e-05
85,0,0.009302128106355667,59.875,0.13754035532474518,0.0003720850800164044
87,0,0.0029520567040890455,63.25,0.11071094870567322,0.00011808226554421708
88,0,0.003343994962051511,74,0.07907911390066147,0.00013375980779528618
89,0,0.002513899700716138,86.375,0.07179643958806992,0.00010055598977487534
90,0,0.0019146619597449899,75.25,0.07223928719758987,7.658647518837824e-05
91,0,0.005050171632319689,60.5,0.11212749779224396,0.00020200686412863433
92,0,0.0021925424225628376,63.875,0.16313232481479645,8.770169370109215e-05
93,0,0.0024834773503243923,50,0.07869622111320496,9.933908586390316e-05
94,0,0.0017775860615074635,95.25,0.054924555122852325,7.110343722160906e-05
95,0,0.007837409153580666,78,0.1108601912856102,0.0003134963917545974
96,0,0.0029438529163599014,74.875,0.10699386149644852,0.00011775411257985979
97,0,0.0021520734298974276,88.75,0.06321075558662415,8.60829240991734e-05
98,0,0.0020405761897563934,65.875,0.07559963315725327,8.162304584402591e-05
